transaction_id,customer_id,transaction_date,amount,transaction_type,channel,category,status,merchant_name,balance_after
TXN0B548CB30D,CUST0098,2024-01-28 08:01:23,1126.55,TRANSFER,ONLINE,TRANSFER,SUCCESS,Merchant_70,14580.71
TXN192DD04DA9,CUST0070,2024-07-03 06:28:54,14571.22,DEBIT,ATM,EMI,SUCCESS,Merchant_89,101500.11
TXN2FF3F69D15,CUST0164,2024-01-31 12:39:50,48715.81,PAYMENT,POS,SALARY,FAILED,Merchant_7,132595.48
TXN17EA558CAB,CUST0177,2024-06-13 01:49:08,25734.29,WITHDRAWAL,MOBILE,UTILITIES,FAILED,Merchant_84,194924.19
TXN6B6711F6DE,CUST0143,2024-09-22 03:50:27,40795.16,CREDIT,ONLINE,RENT,SUCCESS,Merchant_88,355463.95
TXNBAEA4FA722,CUST0057,2024-10-09 19:17:38,76944.9,DEBIT,ATM,RENT,SUCCESS,Merchant_72,282502.5
TXN425C50D218,CUST0176,2024-01-25 00:38:36,-34181.68,PAYMENT,BRANCH,TRANSFER,PENDING,Merchant_41,486394.21
TXN9F7F32291B,CUST0084,2024-03-29 04:26:18,-46975.42,WITHDRAWAL,POS,ENTERTAINMENT,SUCCESS,Merchant_13,93009.12
TXN5E6691540E,CUST0197,2024-11-19 07:41:10,37401.46,WITHDRAWAL,MOBILE,TRANSFER,SUCCESS,Merchant_11,208140.45
TXN9D1B6A68FF,CUST0199,2024-08-19 11:11:00,8035.46,DEBIT,POS,UTILITIES,PENDING,Merchant_82,103290.76
TXNB791D7C3DE,CUST0015,2024-07-27 20:49:19,-33839.39,DEBIT,ATM,UTILITIES,SUCCESS,Merchant_49,154423.33
TXN2BC8D8BBE9,CUST0059,2024-10-19 07:43:53,64421.5,PAYMENT,POS,TRANSFER,SUCCESS,Merchant_60,77017.41
TXN261C6D3FA4,CUST0009,2024-10-26 12:57:58,79026.69,CREDIT,ONLINE,TRANSFER,SUCCESS,Merchant_92,116680.56
TXN80392EB646,CUST0081,2024-08-03 15:12:22,-42739.66,CREDIT,ATM,SALARY,PENDING,Merchant_89,477346.57
TXN43074FF3A1,CUST0103,2024-11-09 14:28:54,-6768.91,TRANSFER,BRANCH,GROCERIES,SUCCESS,Merchant_26,491436.69
TXN91E5262AD2,CUST0069,2024-06-02 08:36:07,-45373.77,CREDIT,ATM,EMI,SUCCESS,Merchant_25,473019.37
TXN09DBF5DCAF,CUST0017,2024-03-21 10:41:56,-25508.4,TRANSFER,ONLINE,EMI,SUCCESS,Merchant_20,422028.5
TXN7AF313F9AC,CUST0055,2024-06-12 14:19:25,-40234.67,DEBIT,POS,SALARY,SUCCESS,Merchant_91,239461.63
TXN2ED6EA4A5C,CUST0146,2024-05-02 02:18:31,63180.16,DEBIT,ONLINE,SALARY,SUCCESS,Merchant_9,213670.59
TXN89BBB89ACB,CUST0184,2024-04-06 12:40:50,76382.26,WITHDRAWAL,BRANCH,EMI,SUCCESS,Merchant_100,389769.12
TXN51C6C99DA4,CUST0081,2024-06-08 12:50:11,68890.98,PAYMENT,ATM,ENTERTAINMENT,SUCCESS,Merchant_91,384319.56
TXN4520BEF89E,CUST0055,2024-10-02 11:40:58,-49117.13,TRANSFER,MOBILE,TRANSFER,FAILED,Merchant_87,19103.29
TXN1AFCFA2B35,CUST0168,2024-09-08 12:14:30,-31632.63,TRANSFER,POS,REFUND,SUCCESS,Merchant_83,211691.26
TXNBE19B3B533,CUST0128,2024-02-18 20:11:47,67903.51,CREDIT,POS,GROCERIES,SUCCESS,Merchant_81,450402.46
TXNEB78679153,CUST0102,2024-02-08 20:08:42,66396.11,CREDIT,ONLINE,ENTERTAINMENT,SUCCESS,Merchant_32,182095.22
TXN41CE13D2CA,CUST0165,2024-07-18 21:03:05,91213.71,TRANSFER,ONLINE,SALARY,SUCCESS,Merchant_17,315519.85
TXN02957DD96B,CUST0118,2024-08-12 23:10:37,83493.52,DEBIT,ATM,GROCERIES,PENDING,Merchant_66,140331.53
TXN58C0A846A1,CUST0037,2024-04-10 22:29:36,65301.9,DEBIT,BRANCH,REFUND,SUCCESS,Merchant_83,326342.74
TXNB37CC940D1,CUST0068,2024-05-07 05:57:18,-12024.11,DEBIT,BRANCH,TRANSFER,SUCCESS,Merchant_76,234446.45
TXND69415D791,CUST0036,2024-05-24 14:54:40,62072.69,CREDIT,BRANCH,TRANSFER,SUCCESS,Merchant_34,442834.3
TXN6ECE661802,CUST0064,2024-08-20 19:41:15,71090.95,CREDIT,MOBILE,UTILITIES,FAILED,Merchant_75,485941.12
TXN9E35F94861,CUST0191,2024-01-22 16:11:58,75975.22,PAYMENT,POS,SALARY,FAILED,Merchant_33,319533.59
TXNA28BA5F77D,CUST0144,2024-05-27 04:22:36,81466.42,WITHDRAWAL,MOBILE,SALARY,SUCCESS,Merchant_25,162990.83
TXN0387ED1825,CUST0138,2024-07-07 13:15:49,55220.39,TRANSFER,ONLINE,REFUND,SUCCESS,Merchant_96,147861.9
TXNC793A344A5,CUST0068,2024-01-03 23:34:02,53768.79,PAYMENT,ATM,RENT,SUCCESS,Merchant_49,452151.08
TXN64E5CA28E3,CUST0192,2024-01-20 02:07:38,24934.48,WITHDRAWAL,BRANCH,UTILITIES,SUCCESS,Merchant_89,144338.1
TXN9CB3FEE0AB,CUST0150,2024-01-10 14:54:10,-34668.97,DEBIT,MOBILE,TRANSFER,PENDING,Merchant_27,454653.54
TXN04F80496F1,CUST0110,2024-08-18 17:34:31,-44278.84,DEBIT,POS,GROCERIES,SUCCESS,Merchant_69,289259.3
TXNFD1DADC805,CUST0150,2024-09-11 18:57:34,66163.07,DEBIT,MOBILE,REFUND,PENDING,Merchant_45,424982.26
TXN6F16EEB4B8,CUST0103,2024-09-09 22:48:39,76117.03,TRANSFER,ATM,TRANSFER,FAILED,Merchant_75,310749.05
TXN44FF4548BD,CUST0093,2024-08-10 07:09:11,-9023.73,PAYMENT,BRANCH,UTILITIES,PENDING,Merchant_40,492683.52
TXN8430497E89,CUST0057,2024-04-26 22:45:38,34588.45,WITHDRAWAL,ATM,REFUND,SUCCESS,Merchant_17,77006.7
TXN2A0815EA07,CUST0036,2024-11-09 09:43:30,-10458.19,PAYMENT,ATM,GROCERIES,FAILED,Merchant_84,181449.72
TXN4B78E958E4,CUST0131,2024-02-22 18:33:22,34905.87,CREDIT,BRANCH,ENTERTAINMENT,SUCCESS,Merchant_82,268076.33
TXNB2359247D1,CUST0127,2024-04-26 00:12:37,2859.54,PAYMENT,ATM,REFUND,PENDING,Merchant_38,346378.76
TXN10B71CF252,CUST0024,2024-07-24 23:14:48,73034.04,DEBIT,MOBILE,SALARY,PENDING,Merchant_15,244216.9
TXNDB22B388DC,CUST0194,2024-08-13 09:23:00,-48266.77,TRANSFER,MOBILE,EMI,SUCCESS,Merchant_81,434680.91
TXNA49FA0C820,CUST0013,2024-04-07 04:11:54,52015.68,DEBIT,POS,ENTERTAINMENT,SUCCESS,Merchant_69,67691.91
TXNBB193287E7,CUST0029,2024-03-10 11:43:32,77446.63,CREDIT,BRANCH,ENTERTAINMENT,FAILED,Merchant_26,396267.78
TXNE97D7B9149,CUST0040,2024-01-19 05:40:59,-137.42,CREDIT,BRANCH,RENT,PENDING,Merchant_71,200987.92
TXN6F4AAEF4BF,CUST0161,2024-04-23 21:54:57,86302.25,TRANSFER,ONLINE,UTILITIES,PENDING,Merchant_15,284921.77
TXN3E72205D5F,CUST0041,2024-12-23 11:45:38,25225.34,WITHDRAWAL,POS,ENTERTAINMENT,FAILED,Merchant_35,30356.34
TXN2D2E187B95,CUST0175,2024-05-26 03:42:04,12095.64,TRANSFER,ONLINE,SALARY,FAILED,Merchant_28,288165.63
TXN8E0D102295,CUST0109,2024-05-25 15:40:10,-30244.56,WITHDRAWAL,ATM,REFUND,SUCCESS,Merchant_67,306360.42
TXN931346FA3B,CUST0153,2024-09-22 00:30:26,91699.68,WITHDRAWAL,POS,TRANSFER,SUCCESS,Merchant_33,40552.74
TXN8C141C4897,CUST0017,2024-12-02 00:05:54,-10658.64,TRANSFER,ATM,RENT,SUCCESS,Merchant_63,402031.07
TXN8281E9BA29,CUST0099,2024-04-16 09:36:04,9756.21,WITHDRAWAL,ATM,REFUND,SUCCESS,Merchant_36,91668.52
TXNB9436DE7AB,CUST0098,2024-11-01 01:33:01,39118.15,DEBIT,ONLINE,TRANSFER,SUCCESS,Merchant_1,41621.46
TXNF963F7FA5B,CUST0153,2024-12-16 16:50:46,-16934.21,DEBIT,BRANCH,ENTERTAINMENT,SUCCESS,Merchant_76,393579.09
TXN74495A3379,,2024-10-14 14:31:12,42735.65,TRANSFER,MOBILE,ENTERTAINMENT,FAILED,Merchant_94,83868.21
TXN95194B0D79,CUST0136,2024-11-30 14:21:39,31957.31,CREDIT,BRANCH,GROCERIES,SUCCESS,Merchant_54,416533.8
TXN5036C61491,CUST0065,2024-08-04 05:18:29,74963.57,TRANSFER,POS,REFUND,FAILED,Merchant_6,76444.07
TXN5BE2DF1D01,CUST0142,2024-08-26 05:12:48,35724.79,CREDIT,POS,TRANSFER,FAILED,Merchant_13,21331.99
TXN8BAB1064AC,CUST0003,2024-06-17 21:38:11,-43906.76,TRANSFER,ATM,GROCERIES,FAILED,Merchant_74,134069.46
TXN94EE2DA517,CUST0175,2024-06-16 12:22:48,-11316.26,WITHDRAWAL,MOBILE,RENT,FAILED,Merchant_93,57150.71
TXNAEC099035B,CUST0185,2024-07-12 05:04:05,41258.29,CREDIT,POS,REFUND,PENDING,Merchant_50,422545.73
TXN7ACB9D1EA1,CUST0030,2024-06-08 09:46:02,-8873.06,WITHDRAWAL,POS,REFUND,SUCCESS,Merchant_53,385231.55
TXN8640F9B04E,CUST0175,2024-01-20 10:03:20,-4242.63,DEBIT,POS,GROCERIES,PENDING,Merchant_26,278511.4
TXN02CADDA9CC,CUST0138,2024-05-06 22:41:27,49773.34,CREDIT,POS,ENTERTAINMENT,SUCCESS,Merchant_16,197559.44
TXN85AFBE3C29,CUST0193,2024-11-02 11:40:16,48688.79,DEBIT,ATM,ENTERTAINMENT,SUCCESS,Merchant_72,182103.35
TXN9A9FDC1336,CUST0069,2024-06-18 05:59:15,,TRANSFER,MOBILE,UTILITIES,SUCCESS,Merchant_31,5911.09
TXN7C881B7861,CUST0197,2024-04-11 19:14:10,3863.01,DEBIT,ATM,REFUND,SUCCESS,Merchant_51,381921.36
TXNF3A732EBE5,CUST0165,2024-03-03 20:21:29,89486.91,DEBIT,MOBILE,UTILITIES,SUCCESS,Merchant_37,5456.59
TXNE7C3077463,CUST0088,2024-01-06 13:47:56,99521.93,CREDIT,MOBILE,GROCERIES,PENDING,Merchant_59,253028.23
TXN7C17F30280,CUST0029,2024-11-14 12:44:15,16459.39,PAYMENT,ONLINE,ENTERTAINMENT,PENDING,Merchant_34,134210.25
TXND095531968,CUST0076,2024-11-03 00:01:18,14661.77,WITHDRAWAL,ATM,TRANSFER,SUCCESS,Merchant_95,125954.21
TXNE7129657E4,CUST0112,2024-12-27 17:12:39,-2570.59,PAYMENT,POS,EMI,SUCCESS,Merchant_53,275930.35
TXN793AF93411,CUST0041,2024-04-30 16:19:34,-21419.81,DEBIT,POS,UTILITIES,SUCCESS,Merchant_23,437553.6
TXNF2D14D0921,CUST0117,2024-05-02 05:39:37,64164.36,TRANSFER,ONLINE,REFUND,SUCCESS,Merchant_16,131741.29
TXNE56D70E1C1,CUST0001,2024-06-13 12:09:04,30048.1,WITHDRAWAL,POS,RENT,PENDING,Merchant_96,258401.26
TXN34FC52EB0A,CUST0185,2024-12-02 00:02:49,18120.9,WITHDRAWAL,ONLINE,UTILITIES,SUCCESS,Merchant_97,224408.44
TXN088D75AEC6,CUST0185,2024-05-21 10:28:25,62912.39,CREDIT,ONLINE,EMI,SUCCESS,Merchant_79,49887.85
TXN3A83D56108,CUST0068,2024-07-09 07:24:14,40722.96,WITHDRAWAL,ONLINE,RENT,FAILED,Merchant_69,343179.26
TXN88A7EFFC7F,CUST0129,2024-10-20 16:54:46,81720.58,TRANSFER,POS,EMI,PENDING,Merchant_22,187208.68
TXNA0CB29D1E3,CUST0196,2024-06-21 01:57:16,70963.32,CREDIT,ONLINE,UTILITIES,SUCCESS,Merchant_72,385530.57
TXN7FE5D40CD2,,2024-05-12 00:15:13,-20712.34,DEBIT,ATM,EMI,SUCCESS,Merchant_83,279472.22
TXN4993A8C6ED,CUST0130,2024-07-27 18:01:49,-35641.07,TRANSFER,ATM,UTILITIES,FAILED,Merchant_57,414639.05
TXN886ECE137E,CUST0028,2024-12-12 14:21:49,90723.23,DEBIT,ONLINE,RENT,SUCCESS,Merchant_14,477372.97
TXN86EC0A1A89,CUST0161,2024-01-12 08:00:59,95078.74,CREDIT,ATM,GROCERIES,FAILED,Merchant_76,216508.12
TXNE4BD923216,CUST0077,2024-08-09 20:03:52,24305.36,CREDIT,BRANCH,REFUND,FAILED,Merchant_77,134824.75
TXN278577F222,CUST0164,2024-06-24 00:05:41,28665.46,TRANSFER,ONLINE,GROCERIES,SUCCESS,Merchant_40,273885.06
